id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,location,last_review_year
18489407,Home in Austin · ★4.59 · 3 bedrooms · 4 beds · 2 baths,118565935,Renters Club,,78704,30.24755,-97.75538,Entire home/apt,372,2,93,2023-03-13,1.2,78,341,2,,"(-97.75538, 30.24755)",2023.0
18490749,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,128299769,Joseph,,78749,30.22984,-97.82863,Private room,25,7,0,,,1,0,0,,"(-97.82863, 30.22984)",
18504283,Home in Austin · ★4.80 · 5 bedrooms · 6 beds · 4 baths,118565935,Renters Club,,78702,30.26096,-97.73152,Entire home/apt,1185,3,92,2023-08-06,1.2,78,336,7,,"(-97.73152, 30.26096)",2023.0
18505065,Townhouse in Austin · ★5.0 · 3 bedrooms · 2 beds · 2.5 baths,31479201,Alex And Jonathan,,78702,30.27458,-97.72008,Entire home/apt,400,1,9,2019-11-04,0.12,1,0,0,,"(-97.72008, 30.27458)",2019.0
18505894,Condo in Austin · ★4.63 · 1 bedroom · 2 beds · 1 bath,17227932,Albert,,78745,30.20932,-97.81776,Entire home/apt,140,3,9,2023-03-20,0.12,1,10,2,,"(-97.81776, 30.20932)",2023.0
18506634,Home in Austin · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,70017522,Julie,,78729,30.44304,-97.75607,Private room,70,5,28,2020-10-03,0.36,2,90,0,,"(-97.75607, 30.44304)",2020.0
18508388,Guest suite in Austin · ★4.95 · Studio · 1 bed · 1 bath,128456681,Domenico,,78754,30.33403,-97.64828,Entire home/apt,58,1,109,2018-06-02,1.41,1,0,0,,"(-97.64828, 30.33403)",2018.0
18517366,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Shared room,27,30,9,2022-12-31,0.13,89,269,1,,"(-97.72521, 30.32197)",2022.0
18522797,Home in Austin · 2 bedrooms · 2 beds · 1 bath,343836805,Juno,,78749,30.2111642,-97.8460811,Entire home/apt,104,2,2,2023-06-10,0.64,27,10,2,,"(-97.8460811, 30.2111642)",2023.0
18525401,Loft in Austin · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,9217074,Anthony,,78741,30.2332,-97.71571,Private room,50,1,153,2019-07-21,1.98,1,0,0,,"(-97.71571, 30.2332)",2019.0
18541285,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,64767437,Ronnie,,78759,30.39438,-97.75463,Entire home/apt,50,1,2,2017-05-29,0.03,1,0,0,,"(-97.75463, 30.39438)",2017.0
18547601,Home in Austin · ★4.85 · 2 bedrooms · 3 beds · 2 baths,17040271,Mohsen,,78704,30.24212,-97.77737,Entire home/apt,133,2,195,2023-08-10,2.52,3,145,32,,"(-97.77737, 30.24212)",2023.0
18563602,Home in Austin · ★4.94 · 2 bedrooms · 2 beds · 1 bath,4977306,Briana & James,,78734,30.37983,-97.95573,Entire home/apt,169,2,49,2023-07-29,0.65,1,336,21,,"(-97.95573, 30.37983)",2023.0
18583140,Rental unit in Austin · ★4.53 · 2 bedrooms · 3 beds · 2 baths,50214619,Ames - Austin Vacay,,78704,30.239067694113334,-97.78510851643236,Entire home/apt,85,1,330,2023-08-24,4.3,25,341,49,,"(-97.78510851643236, 30.239067694113334)",2023.0
18584106,Rental unit in Austin · ★4.80 · 2 bedrooms · 3 beds · 1 bath,129032797,Molly,,78751,30.31009,-97.72599,Entire home/apt,158,2,314,2023-07-07,4.37,2,48,54,,"(-97.72599, 30.31009)",2023.0
18594935,Condo in Austin · ★4.82 · 2 bedrooms · 7 beds · 2 baths,88769927,Jason,,78702,30.26517,-97.73217,Entire home/apt,392,1,619,2023-09-09,8.02,16,342,75,,"(-97.73217, 30.26517)",2023.0
18613534,Cottage in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,1661593,Lisa Elle,,78702,30.25251,-97.72662,Entire home/apt,89,2,172,2020-03-11,2.29,1,67,0,,"(-97.72662, 30.25251)",2020.0
18614840,Home in Austin · 1 bedroom · 1 bed · 1 private bath,15973992,Kurt,,78758,30.36894,-97.71187,Private room,45,1,1,2017-05-27,0.01,1,0,0,,"(-97.71187, 30.36894)",2017.0
18617668,Townhouse in Austin · ★4.90 · 5 bedrooms · 14 beds · 2.5 baths,129331351,Thomas,,78744,30.1921,-97.75044,Entire home/apt,293,2,152,2023-09-04,2.05,4,346,28,,"(-97.75044, 30.1921)",2023.0
18632973,Guest suite in Austin · 1 bedroom · 1 bed · 1 bath,16444958,Johnny,,78757,30.34287,-97.72069,Entire home/apt,90,2,2,2018-06-02,0.03,1,0,0,,"(-97.72069, 30.34287)",2018.0
18636277,Bungalow in Austin · ★4.82 · 3 bedrooms · 2 baths,6279305,Chelsea,,78704,30.24763,-97.7395,Entire home/apt,300,3,125,2022-01-31,1.73,1,0,0,,"(-97.7395, 30.24763)",2022.0
18650628,Guesthouse in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,37360849,Jimena,,78702,30.25331,-97.72996,Entire home/apt,90,2,120,2023-08-27,1.85,1,167,36,,"(-97.72996, 30.25331)",2023.0
18654505,Bungalow in Austin · ★4.89 · 2 bedrooms · 1 bed · 1 shared bath,14484953,Lindsay,,78702,30.25066,-97.72321,Private room,65,1,48,2019-05-27,0.65,2,0,0,,"(-97.72321, 30.25066)",2019.0
18684918,Home in Austin · ★4.95 · 1 bedroom · 2 beds · 1 bath,6304279,Brittanie And Brock,,78702,30.256041,-97.714638,Entire home/apt,111,2,308,2023-08-25,4.1,2,142,54,,"(-97.714638, 30.256041)",2023.0
18686060,Home in Spicewood · ★5.0 · 1 bedroom · 1 bed · 1 private bath,17778035,Arvi,,78738,30.31376,-97.99262,Private room,55,1,22,2018-05-20,0.29,1,0,0,,"(-97.99262, 30.31376)",2018.0
18720910,Townhouse in Austin · ★4.60 · 2 bedrooms · 2 beds · 2 baths,27564171,Jaime,,78704,30.2588,-97.77185,Entire home/apt,350,2,44,2023-04-23,0.57,1,165,3,,"(-97.77185, 30.2588)",2023.0
18730475,Home in Austin · ★4.96 · 5 bedrooms · 8 beds · 4.5 baths,99002770,Allison,,78732,30.35069,-97.86955,Entire home/apt,1800,2,55,2023-05-30,0.73,1,175,4,,"(-97.86955, 30.35069)",2023.0
18737178,Rental unit in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,48019979,Mitch,,78702,30.25112,-97.72324,Entire home/apt,150,2,259,2023-04-16,3.38,1,158,9,,"(-97.72324, 30.25112)",2023.0
18787194,Home in Austin · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Shared room,19,30,10,2021-05-01,0.14,89,256,0,,"(-97.72521, 30.32197)",2021.0
18787574,Home in Austin · ★4.63 · 1 bedroom · 2 beds · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Shared room,27,30,8,2023-08-01,0.11,89,277,2,,"(-97.72521, 30.32197)",2023.0
18793629,Tiny home in Austin · ★4.77 · 1 bedroom · 1 bed · 1 bath,15621214,Katie At Community First Village,,78724,30.2824,-97.62236,Entire home/apt,115,1,243,2023-04-23,3.16,15,246,4,,"(-97.62236, 30.2824)",2023.0
18793942,Home in Austin · ★4.25 · 2 bedrooms · 2 beds · 2 baths,130779091,Chris,,78705,30.29553,-97.74588,Private room,29,1,9,2017-07-24,0.12,1,0,0,,"(-97.74588, 30.29553)",2017.0
18806788,Home in Austin · ★4.86 · 2 bedrooms · 1 bed · 1 private bath,130926442,Quinn,,78749,30.21687,-97.85924,Private room,85,31,7,2019-03-16,0.09,3,0,0,,"(-97.85924, 30.21687)",2019.0
18807173,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Shared room,19,30,8,2021-07-31,0.15,89,278,0,,"(-97.72521, 30.32197)",2021.0
18821997,Home in Austin · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,45028692,Marcia,,78727,30.43958,-97.74147,Entire home/apt,90,2,16,2018-02-11,0.21,1,0,0,,"(-97.74147, 30.43958)",2018.0
18822549,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,131057601,Kiara,,78722,30.28574,-97.71729,Entire home/apt,88,2,2,2017-07-04,0.03,1,0,0,,"(-97.71729, 30.28574)",2017.0
18834915,Tiny home in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,2131360,Katie,,78757,30.354,-97.71809,Entire home/apt,88,2,288,2023-08-13,3.82,1,308,52,,"(-97.71809, 30.354)",2023.0
18849155,Home in Austin · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,43038635,Karthik,,78727,30.42366,-97.67922,Private room,28,2,3,2017-07-23,0.04,1,0,0,,"(-97.67922, 30.42366)",2017.0
18857336,Guesthouse in Austin · ★4.80 · 1 bedroom · 3 beds · 1 bath,117386831,Edwin,,78702,30.26349,-97.73286,Entire home/apt,222,2,315,2023-08-20,4.16,5,139,56,,"(-97.73286, 30.26349)",2023.0
18876463,Rental unit in Austin · ★4.30 · 1 bedroom · 5 beds · 1 bath,106749905,Nadeen,,78705,30.28789,-97.74282,Entire home/apt,65,1,10,2017-07-01,0.13,1,0,0,,"(-97.74282, 30.28789)",2017.0
18894761,Home in Austin · 1 bedroom · 1 bed · 1 private bath,131669320,Rommel Angelo,,78705,30.29411,-97.74595,Private room,29,1,1,2017-05-24,0.01,1,0,0,,"(-97.74595, 30.29411)",2017.0
18895377,Farm stay in Austin · ★4.98 · 2 bedrooms · 2 beds · 1 bath,244569421,Tracy,,78702,30.26212,-97.70266,Entire home/apt,103,2,47,2023-01-14,0.65,1,181,5,,"(-97.70266, 30.26212)",2023.0
18915233,Guest suite in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,50671207,Rachel,,78757,30.35417,-97.74274,Entire home/apt,105,6,17,2023-07-31,0.22,7,117,4,,"(-97.74274, 30.35417)",2023.0
18925017,Home in Austin · ★4.65 · 3 bedrooms · 4 beds · 2.5 baths,10715826,Dawn,,78746,30.26191,-97.8106,Entire home/apt,282,1,17,2022-10-24,0.44,1,23,1,,"(-97.8106, 30.26191)",2022.0
18941307,Rental unit in Austin · ★4.84 · 2 bedrooms · 4 beds · 1 bath,15782486,Lodgewell,,78701,30.26651,-97.74075,Entire home/apt,210,1,155,2023-02-01,2.03,47,163,7,,"(-97.74075, 30.26651)",2023.0
18946299,Home in Austin · ★5.0 · 4 bedrooms · 6 beds · 2 baths,132086717,Corinne,,78704,30.25125,-97.78772,Entire home/apt,995,4,8,2021-05-30,0.15,1,0,0,,"(-97.78772, 30.25125)",2021.0
18949447,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,48017553,Hannah,,78746,30.31412,-97.83194,Entire home/apt,120,30,17,2021-10-25,0.23,1,0,0,,"(-97.83194, 30.31412)",2021.0
18957088,Guesthouse in Austin · ★4.95 · 1 bedroom · 2 beds · 2 baths,132186386,Valerie,,78752,30.34068,-97.71359,Entire home/apt,120,30,22,2022-03-14,0.3,2,0,0,,"(-97.71359, 30.34068)",2022.0
18962911,Rental unit in Austin · ★4.92 · 1 bedroom · 1 bed · 1 private bath,834822,Abby,,78704,30.25345,-97.74685,Private room,65,2,14,2017-11-10,0.18,2,0,0,,"(-97.74685, 30.25345)",2017.0
18972407,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,82156124,Jessica,,78745,30.2084,-97.80656,Entire home/apt,32,1,1,2017-05-31,0.01,1,0,0,,"(-97.80656, 30.2084)",2017.0
18985824,Home in Austin · ★4.76 · 4 bedrooms · 7 beds · 4 baths,21573147,Paula,,78704,30.24525,-97.73851,Entire home/apt,351,1,29,2023-07-30,0.43,1,73,8,,"(-97.73851, 30.24525)",2023.0
18997849,Townhouse in Austin · ★4.90 · 2 bedrooms · 2 beds · 1 bath,2118226,Irma,,78757,30.36502272871317,-97.72202221938387,Entire home/apt,109,2,230,2023-08-18,3.04,1,70,40,,"(-97.72202221938387, 30.36502272871317)",2023.0
19012398,Rental unit in Austin · ★4.93 · 2 bedrooms · 2 beds · 2 baths,132645445,Lynn,,78741,30.23822,-97.73239,Entire home/apt,45,2,82,2019-08-18,1.07,2,0,0,,"(-97.73239, 30.23822)",2019.0
19016686,Guesthouse in Austin · ★4.94 · 1 bedroom · 2 beds · 1 bath,42610539,Gloria,,78751,30.302402,-97.717003,Entire home/apt,132,2,109,2023-05-30,1.43,4,155,12,,"(-97.717003, 30.302402)",2023.0
19017960,Villa in Austin · ★4.97 · 4 bedrooms · 14 beds · 3.5 baths,132665147,Kimberly,,78734,30.41631,-97.94088,Entire home/apt,1186,3,300,2023-08-16,3.95,3,316,40,,"(-97.94088, 30.41631)",2023.0
19019801,Home in Austin · ★4.89 · 2 bedrooms · 2 beds · 1 private bath,130926442,Quinn,,78749,30.21567,-97.85754,Private room,150,31,9,2018-04-29,0.12,3,0,0,,"(-97.85754, 30.21567)",2018.0
19020085,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,130926442,Quinn,,78749,30.21741,-97.85934,Entire home/apt,200,31,5,2018-10-15,0.07,3,0,0,,"(-97.85934, 30.21741)",2018.0
19020738,Townhouse in Austin · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,132726744,Victoria,,78703,30.27914,-97.75238,Private room,53,1,17,2018-12-09,0.23,1,0,0,,"(-97.75238, 30.27914)",2018.0
19024293,Rental unit in Austin · ★4.92 · 3 bedrooms · 7 beds · 2 baths,91516482,Belen,,78748,30.17652,-97.79771,Entire home/apt,279,2,13,2017-11-12,0.17,1,0,0,,"(-97.79771, 30.17652)",2017.0
19030405,Home in Austin · ★4.83 · 1 bedroom · 1 bed · 1 private bath,34491986,Ethan,,78723,30.28987,-97.66941,Private room,56,1,23,2023-03-19,0.34,1,359,1,,"(-97.66941, 30.28987)",2023.0
19031423,Home in Austin · 4 bedrooms · 5 beds · 3 baths,118565935,Renters Club,,78703,30.28256,-97.7649,Entire home/apt,1143,3,1,2019-03-12,0.02,78,194,0,,"(-97.7649, 30.28256)",2019.0
19032678,Condo in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,32777712,Lucy,,78703,30.28494,-97.76148,Entire home/apt,100,14,119,2023-07-30,1.56,2,306,15,,"(-97.76148, 30.28494)",2023.0
19038266,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,22903590,Singer,,78752,30.32333257999745,-97.72047261798072,Entire home/apt,77,1,27,2023-09-03,0.37,3,333,16,,"(-97.72047261798072, 30.32333257999745)",2023.0
19046404,Rental unit in Austin · ★4.33 · 1 bedroom · 1 bed · 1 private bath,108264667,Carla,,78705,30.29073,-97.75124,Private room,20,1,7,2017-07-26,0.09,1,0,0,,"(-97.75124, 30.29073)",2017.0
19049934,Home in Austin · ★4.63 · 3 bedrooms · 3 beds · 2 baths,2585093,Cory,,78722,30.30172,-97.71148,Entire home/apt,170,29,8,2017-10-22,0.11,2,0,0,,"(-97.71148, 30.30172)",2017.0
19053626,Home in Austin · ★5.0 · 3 bedrooms · 2 beds · 1.5 shared baths,131885945,Ashley,,78744,30.17691,-97.6947,Private room,93,1,8,2017-09-04,0.1,1,0,0,,"(-97.6947, 30.17691)",2017.0
19069567,Rental unit in Austin · ★4.78 · 1 bedroom · 1 bed · 1 bath,20321915,Nicole,,78741,30.23427,-97.73068,Private room,30,2,9,2017-11-05,0.12,2,0,0,,"(-97.73068, 30.23427)",2017.0
19083085,Home in Austin · 5 bedrooms · 7 beds · 2.5 baths,644398,Jonathan,,78704,30.25506,-97.78296,Entire home/apt,950,1,1,2017-10-08,0.01,1,0,0,,"(-97.78296, 30.25506)",2017.0
19085585,Home in Austin · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Shared room,27,30,9,2023-05-24,0.15,89,267,1,,"(-97.72521, 30.32197)",2023.0
19086489,Guesthouse in Austin · ★4.99 · 1 bedroom · 1 bed · 1 bath,5577308,Kitty,,78723,30.30777,-97.69882,Entire home/apt,115,1,215,2023-09-02,3.21,1,142,54,,"(-97.69882, 30.30777)",2023.0
19095842,Home in Austin · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.31484,-97.7188,Shared room,27,30,6,2019-08-17,0.08,89,252,0,,"(-97.7188, 30.31484)",2019.0
19101673,Guesthouse in Austin · ★4.91 · 1 bedroom · 1 bed · 1 bath,61784725,Will,,78722,30.29031,-97.71999,Entire home/apt,100,3,86,2023-05-15,1.57,1,116,16,,"(-97.71999, 30.29031)",2023.0
19102250,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,64445293,Karla,,78747,30.15937,-97.74212,Private room,38,1,4,2017-10-29,0.06,1,0,0,,"(-97.74212, 30.15937)",2017.0
19110726,Bungalow in Austin · ★5.0 · 2 bedrooms · 3 beds · 1 bath,869472,Sundial Rentals,,78704,30.24796,-97.75019,Entire home/apt,424,3,115,2023-05-08,1.82,1,304,14,,"(-97.75019, 30.24796)",2023.0
19111839,Rental unit in Austin · 1 bedroom · 1 bed · 1 private bath,55431081,Tiya,,78741,30.23204,-97.71355,Private room,85,5,0,,,1,364,0,,"(-97.71355, 30.23204)",
19118970,Home in Austin · ★4.85 · 2 bedrooms · 2 beds · 1.5 baths,936709,Drew,,78702,30.25081,-97.72285,Entire home/apt,134,1,139,2022-10-22,1.83,1,14,6,,"(-97.72285, 30.25081)",2022.0
19131961,Home in Austin · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,128463687,Garret,,78744,30.20081,-97.70194,Private room,50,1,24,2018-05-01,0.32,2,0,0,,"(-97.70194, 30.20081)",2018.0
19132280,Home in Austin · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,128463687,Garret,,78744,30.20246,-97.70075,Private room,45,1,28,2018-05-06,0.37,2,0,0,,"(-97.70075, 30.20246)",2018.0
19138105,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.31474,-97.71838,Shared room,27,30,11,2021-10-30,0.15,89,282,0,,"(-97.71838, 30.31474)",2021.0
19138854,Condo in Austin · ★4.90 · 2 bedrooms · 2 beds · 1 bath,13007528,Ruth,,78703,30.27919,-97.75317,Entire home/apt,130,5,10,2018-10-15,0.13,1,0,0,,"(-97.75317, 30.27919)",2018.0
19139902,Home in Austin · ★4.88 · 2 bedrooms · 3 beds · 1 bath,133790556,Jade,,78757,30.33451,-97.73477,Entire home/apt,425,3,8,2021-12-08,0.14,1,0,0,,"(-97.73477, 30.33451)",2021.0
19139936,Home in Austin · ★4.55 · 4 bedrooms · 5 beds · 1 bath,103271504,Benjamin,,78704,30.23806,-97.77091,Entire home/apt,169,2,58,2019-09-29,0.77,1,0,0,,"(-97.77091, 30.23806)",2019.0
19141267,Rental unit in Austin · ★4.94 · Studio · 1 bed · 1 bath,133804952,Debra,,78751,30.30858,-97.71804,Entire home/apt,100,3,72,2023-08-15,0.96,1,182,10,,"(-97.71804, 30.30858)",2023.0
19141911,Rental unit in Austin · ★5.0 · Studio · 1 bed · 1 bath,133814915,Reed,,78705,30.299137843662734,-97.73370043760968,Entire home/apt,74,2,8,2023-09-03,1.89,1,16,8,,"(-97.73370043760968, 30.299137843662734)",2023.0
19143870,Condo in Austin · ★4.89 · 1 bedroom · 2 beds · 1 bath,133844454,Carol,,78745,30.20874,-97.8178,Entire home/apt,85,28,29,2023-04-29,0.38,1,177,2,,"(-97.8178, 30.20874)",2023.0
19174182,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,40825751,Colleen,,78723,30.293,-97.70094,Entire home/apt,350,2,14,2020-03-25,0.25,1,0,0,,"(-97.70094, 30.293)",2020.0
19179509,Guest suite in Austin · ★4.95 · 1 bedroom · 1 bed · 1 private bath,400704,Sarah,,78721,30.27468,-97.69247,Private room,62,2,106,2023-08-24,1.4,1,48,33,,"(-97.69247, 30.27468)",2023.0
19181658,Home in Austin · ★4.93 · 1 bedroom · 2 beds · 1.5 baths,6788650,Caroline,,78702,30.27997,-97.71715,Entire home/apt,91,2,263,2023-08-25,3.48,1,33,24,,"(-97.71715, 30.27997)",2023.0
19205496,Rental unit in Austin · ★4.65 · 1 bedroom · 2 beds · 1 bath,50214619,Ames - Austin Vacay,,78751,30.310043182385723,-97.7311727517789,Entire home/apt,95,1,386,2023-08-07,5.1,25,341,54,,"(-97.7311727517789, 30.310043182385723)",2023.0
19219981,Rental unit in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,28826050,Trish,,78703,30.28498,-97.7616,Entire home/apt,130,1,36,2019-02-19,0.47,1,0,0,,"(-97.7616, 30.28498)",2019.0
19227768,Rental unit in Austin · ★4.79 · 2 bedrooms · 1 bed · 1 bath,132645445,Lynn,,78741,30.23805,-97.73297,Entire home/apt,65,2,29,2019-07-17,0.39,2,0,0,,"(-97.73297, 30.23805)",2019.0
19228005,Guesthouse in Austin · ★5.0 · 1 bedroom · 2 beds · 1 bath,134609019,Sharon,,78703,30.30479,-97.77189,Entire home/apt,108,2,44,2019-04-18,0.58,1,0,0,,"(-97.77189, 30.30479)",2019.0
19228353,Home in Austin · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,134613057,Alexander And Cecilia,,78752,30.32506,-97.72012,Private room,49,1,70,2020-02-12,0.93,1,0,0,,"(-97.72012, 30.32506)",2020.0
19243254,Guesthouse in Austin · ★4.94 · Studio · 1 bed · 1 bath,81204,Ruby,,78702,30.25293,-97.72386,Entire home/apt,96,1,321,2023-09-05,4.26,3,88,82,,"(-97.72386, 30.25293)",2023.0
19267955,Rental unit in Austin · ★4.75 · 1 bedroom · 1 bed · 1 private bath,134919686,Shana,,78741,30.23397,-97.73278,Private room,40,1,4,2017-07-09,0.05,1,0,0,,"(-97.73278, 30.23397)",2017.0
19271012,Condo in Austin · ★4.92 · 1 bedroom · 1 bed · 1 bath,23631228,Megan,,78703,30.27283,-97.7542,Entire home/apt,167,2,258,2023-08-16,3.42,2,167,49,,"(-97.7542, 30.27283)",2023.0
19271524,Home in Austin · 1 bedroom · 1 bed · 1 private bath,2585093,Cory,,78722,30.30351,-97.71107,Private room,24,1,0,,,2,0,0,,"(-97.71107, 30.30351)",
19295842,Rental unit in Austin · ★4.62 · 2 bedrooms · 3 beds · 1 bath,50214619,Ames - Austin Vacay,,78704,30.25194,-97.76764,Entire home/apt,115,1,438,2023-08-27,5.79,25,335,47,,"(-97.76764, 30.25194)",2023.0
19297733,Guesthouse in Austin · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,12427478,Adam And Ashley,,78702,30.26799,-97.73077,Entire home/apt,178,3,243,2023-09-05,3.2,3,208,31,,"(-97.73077, 30.26799)",2023.0
19310505,Bungalow in Austin · ★4.80 · 1 bedroom · 1 bed · 1 private bath,8834873,Riley,,78704,30.24588,-97.74226,Private room,85,30,10,2021-11-13,0.13,2,86,0,,"(-97.74226, 30.24588)",2021.0
19328783,Home in Austin · ★4.90 · 4 bedrooms · 4 beds · 3.5 baths,70555486,Thomas,,78732,30.41746,-97.89084,Entire home/apt,420,2,62,2023-08-18,0.82,2,210,21,,"(-97.89084, 30.41746)",2023.0
19329015,Home in Austin · ★4.80 · 4 bedrooms · 6 beds · 3 baths,118565935,Renters Club,,78746,30.27014,-97.79359,Entire home/apt,1193,2,6,2019-05-26,0.08,78,365,0,,"(-97.79359, 30.27014)",2019.0
19347599,Home in Austin · ★4.39 · 4 bedrooms · 4 beds · 2 baths,96577325,Caleb,,78729,30.46064,-97.78539,Entire home/apt,99,7,46,2020-10-25,0.62,4,0,0,,"(-97.78539, 30.46064)",2020.0
19355450,Home in Austin · ★4.85 · 3 bedrooms · 4 beds · 1 bath,1290259,Rani And Maribel,,78758,30.35963,-97.71494,Entire home/apt,100,1,226,2022-10-16,3.0,2,0,3,,"(-97.71494, 30.35963)",2022.0
19357294,Home in Austin · ★4.67 · 2 bedrooms · 2 beds · 2 baths,10872562,Jacob,,78705,30.2978,-97.74126,Entire home/apt,300,14,13,2022-03-15,0.19,1,332,0,,"(-97.74126, 30.2978)",2022.0
19384587,Home in Austin · ★4.58 · 3 bedrooms · 3 beds · 2 baths,28839258,Ashley,,78724,30.29003,-97.64682,Entire home/apt,190,2,68,2023-07-30,1.19,1,123,7,,"(-97.64682, 30.29003)",2023.0
19386525,Rental unit in Austin · ★4.91 · 2 bedrooms · 4 beds · 2 baths,91522429,Christopher,,78704,30.23734,-97.79189,Entire home/apt,175,1,45,2019-07-06,0.6,1,0,0,,"(-97.79189, 30.23734)",2019.0
19390484,Condo in Austin · ★4.61 · 2 bedrooms · 4 beds · 2 baths,117514357,Andrew,,78758,30.40078,-97.72441,Entire home/apt,175,1,53,2019-07-02,0.7,2,0,0,,"(-97.72441, 30.40078)",2019.0
19402699,Rental unit in Austin · ★4.96 · 1 bedroom · 1 bed · 1 bath,48411870,Ann,,78703,30.27536,-97.75507,Entire home/apt,225,3,84,2023-07-22,1.17,1,123,18,,"(-97.75507, 30.27536)",2023.0
19408822,Home in Austin · ★4.83 · 1 bedroom · 1 bed · 1 bath,20868075,Melissa,,78703,30.27824,-97.77241,Entire home/apt,97,28,25,2022-01-05,0.35,2,253,0,,"(-97.77241, 30.27824)",2022.0
19466953,Condo in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,12337582,Chris,,78704,30.25135,-97.77219,Entire home/apt,280,3,3,2023-03-15,0.13,1,155,1,,"(-97.77219, 30.25135)",2023.0
19468454,Rental unit in Austin · ★4.38 · 1 bedroom · 1 bed · 3 shared baths,8167447,Martin,,78751,30.31991,-97.72946,Private room,45,30,8,2023-08-13,0.11,89,285,1,,"(-97.72946, 30.31991)",2023.0
19473894,Camper/RV in Austin · ★4.71 · 1 bedroom · 1 bed · 1 bath,2204100,Leeann,,78704,30.23289,-97.76829,Entire home/apt,150,2,176,2023-04-16,2.34,1,249,3,,"(-97.76829, 30.23289)",2023.0
19488978,Condo in Austin · ★4.79 · 1 bedroom · 1 bed · 1 bath,579290,Jay,,78704,30.24566,-97.74567,Entire home/apt,69,3,251,2023-07-31,3.33,19,314,27,,"(-97.74567, 30.24566)",2023.0
19490974,Rental unit in Austin · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,7069915,Sara,,78723,30.30604,-97.68507,Private room,45,1,9,2017-07-30,0.12,1,0,0,,"(-97.68507, 30.30604)",2017.0
19496305,Tiny home in Austin · ★4.96 · 4 bedrooms · 4 beds · 2 baths,120389481,Pat,,78734,30.38656,-97.96154,Entire home/apt,600,3,77,2023-08-27,1.03,1,361,3,,"(-97.96154, 30.38656)",2023.0
19496423,Guesthouse in Austin · ★4.91 · Studio · 2 beds · 1 bath,17406638,Paul & Erin,,78704,30.23279,-97.75989,Entire home/apt,83,2,440,2023-09-04,5.84,5,305,63,,"(-97.75989, 30.23279)",2023.0
19497035,Guesthouse in Austin · ★4.92 · Studio · 1 bed · 1 bath,17406638,Paul & Erin,,78704,30.23081,-97.76066,Entire home/apt,76,2,515,2023-09-04,6.83,5,269,71,,"(-97.76066, 30.23081)",2023.0
19498556,Home in Austin · 1 bedroom · 1 bed · 1 private bath,136900315,Alex And Erin,,78725,30.24118,-97.57668,Private room,48,2,1,2017-10-23,0.01,1,0,0,,"(-97.57668, 30.24118)",2017.0
19505687,Rental unit in Austin · ★4.80 · 2 bedrooms · 3 beds · 1 bath,31939073,Gina,,78758,30.40242,-97.70673,Entire home/apt,125,2,45,2018-08-05,0.6,1,0,0,,"(-97.70673, 30.40242)",2018.0
