home,ratings,bedrooms,beds,baths,house_type,city,price
Guesthouse in Austin ,4.84,1 bedroom,2.0,1.0,Guesthouse,Austin ,126
Home in Austin ,4.90,1 bedroom,1.0,0.5,Home,Austin ,45
Guesthouse in Austin ,4.97,,1.0,1.0,Guesthouse,Austin ,57
Guesthouse in Austin ,4.97,1 bedroom,2.0,1.0,Guesthouse,Austin ,159
Guest suite in Austin ,4.56,1 bedroom,1.0,1.0,Guest suite,Austin ,48
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,123
Bungalow in Austin ,5.0,3 bedrooms,2.0,2.0,Bungalow,Austin ,107
Guesthouse in Austin ,4.94,1 bedroom,1.0,1.0,Guesthouse,Austin ,65
Guesthouse in Austin ,4.91,2 bedrooms,2.0,1.0,Guesthouse,Austin ,250
Bungalow in Austin ,4.94,2 bedrooms,2.0,1.0,Bungalow,Austin ,180
Home in Austin ,4.87,1 bedroom,1.0,1.0,Home,Austin ,33
Home in Austin ,4.92,2 bedrooms,2.0,2.0,Home,Austin ,450
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,43
Condo in Austin ,4.88,2 bedrooms,3.0,1.0,Condo,Austin ,101
Guesthouse in Austin ,4.91,1 bedroom,3.0,1.0,Guesthouse,Austin ,106
Condo in Austin ,4.96,1 bedroom,2.0,1.5,Condo,Austin ,154
Guesthouse in Austin ,4.98,1 bedroom,1.0,1.0,Guesthouse,Austin ,134
Guesthouse in Austin ,4.89,1 bedroom,3.0,1.0,Guesthouse,Austin ,165
Guesthouse in Austin ,4.91,1 bedroom,1.0,1.0,Guesthouse,Austin ,135
Townhouse in Austin ,4.89,2 bedrooms,4.0,2.5,Townhouse,Austin ,297
Rental unit in Austin ,4.88,2 bedrooms,2.0,2.0,Rental unit,Austin ,111
Home in Austin ,4.82,1 bedroom,1.0,1.0,Home,Austin ,118
Guesthouse in Austin ,4.97,1 bedroom,2.0,1.0,Guesthouse,Austin ,130
Guest suite in Austin ,4.96,1 bedroom,2.0,1.0,Guest suite,Austin ,125
Home in Austin ,4.96,5 bedrooms,1.0,3.0,Home,Austin ,400
Home in Austin ,4.94,3 bedrooms,5.0,2.0,Home,Austin ,400
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,104
Home in Austin ,4.68,2 bedrooms,2.0,1.0,Home,Austin ,179
Home in Austin ,4.99,4 bedrooms,4.0,3.0,Home,Austin ,750
Home in Austin ,4.20,5 bedrooms,4.0,1.0,Home,Austin ,240
Home in Austin ,4.86,3 bedrooms,4.0,1.0,Home,Austin ,75
Home in Austin ,4.98,1 bedroom,1.0,1.0,Home,Austin ,129
Rental unit in Austin ,4.78,,2.0,1.0,Rental unit,Austin ,114
Guesthouse in Austin ,4.97,1 bedroom,1.0,1.0,Guesthouse,Austin ,127
Bungalow in Austin ,4.81,2 bedrooms,2.0,1.0,Bungalow,Austin ,168
Bungalow in Austin ,4.71,3 bedrooms,3.0,1.0,Bungalow,Austin ,225
Home in Austin ,4.25,3 bedrooms,4.0,2.0,Home,Austin ,300
Home in Austin ,4.96,1 bedroom,1.0,0.5,Home,Austin ,52
Condo in Austin ,4.67,2 bedrooms,1.0,1.0,Condo,Austin ,81
Home in Austin ,4.86,4 bedrooms,5.0,2.0,Home,Austin ,360
Home in Austin ,4.73,2 bedrooms,3.0,1.0,Home,Austin ,174
Home in Austin ,4.57,1 bedroom,2.0,0.5,Home,Austin ,84
Guest suite in Austin ,4.83,1 bedroom,2.0,1.0,Guest suite,Austin ,98
Home in Austin Texas ,4.97,2 bedrooms,3.0,1.0,Home,Austin Texas ,150
Bed and breakfast in Austin ,4.63,1 bedroom,1.0,1.5,Bed and breakfast,Austin ,57
Townhouse in Austin ,4.93,2 bedrooms,2.0,1.0,Townhouse,Austin ,250
Bungalow in Austin ,4.87,1 bedroom,1.0,1.0,Bungalow,Austin ,126
Home in Austin ,,3 bedrooms,3.0,1.0,Home,Austin ,259
Home in Austin ,4.94,3 bedrooms,3.0,2.0,Home,Austin ,295
Bungalow in Austin ,4.90,2 bedrooms,3.0,1.0,Bungalow,Austin ,120
Bungalow in Austin ,4.92,1 bedroom,1.0,1.0,Bungalow,Austin ,127
Guesthouse in Austin ,4.90,1 bedroom,1.0,1.0,Guesthouse,Austin ,129
Home in Austin ,4.82,4 bedrooms,4.0,3.0,Home,Austin ,999
Home in West Lake Hills ,4.63,4 bedrooms,4.0,3.0,Home,West Lake Hills ,800
Home in Austin ,4.88,4 bedrooms,4.0,2.0,Home,Austin ,249
Home in Austin ,5.0,2 bedrooms,2.0,1.5,Home,Austin ,130
Home in Austin ,4.95,4 bedrooms,5.0,2.5,Home,Austin ,750
Guesthouse in Austin ,4.87,1 bedroom,2.0,1.0,Guesthouse,Austin ,72
Loft in Austin ,5.0,1 bedroom,1.0,1.0,Loft,Austin ,200
Home in Austin ,4.91,2 bedrooms,2.0,1.0,Home,Austin ,136
Home in Austin ,4.96,3 bedrooms,3.0,1.0,Home,Austin ,152
Home in Austin ,4.89,3 bedrooms,5.0,2.5,Home,Austin ,485
Condo in Austin ,4.97,1 bedroom,1.0,1.0,Condo,Austin ,67
Home in Austin ,4.73,1 bedroom,1.0,1.0,Home,Austin ,30
Rental unit in Austin ,4.88,,1.0,1.0,Rental unit,Austin ,250
Home in Austin ,4.96,3 bedrooms,3.0,2.0,Home,Austin ,500
Guesthouse in Austin ,4.94,,1.0,1.0,Guesthouse,Austin ,108
Home in Austin ,4.89,3 bedrooms,5.0,2.5,Home,Austin ,394
Home in Austin ,4.94,2 bedrooms,2.0,1.0,Home,Austin ,165
Home in Austin ,4.97,2 bedrooms,2.0,1.0,Home,Austin ,158
Guesthouse in Austin ,4.61,1 bedroom,1.0,1.0,Guesthouse,Austin ,49
Home in Austin ,,3 bedrooms,2.0,,Home,Austin ,175
Home in Austin ,4.83,2 bedrooms,2.0,1.0,Home,Austin ,201
Home in Austin ,4.67,3 bedrooms,3.0,1.5,Home,Austin ,100
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,525
Condo in Austin ,4.89,2 bedrooms,2.0,2.0,Condo,Austin ,250
Home in Austin ,4.69,5 bedrooms,1.0,2.5,Home,Austin ,251
Home in Austin ,4.90,3 bedrooms,3.0,2.5,Home,Austin ,350
Rental unit in Austin ,4.77,3 bedrooms,3.0,2.5,Rental unit,Austin ,86
Home in Austin ,4.86,3 bedrooms,3.0,2.0,Home,Austin ,191
Guesthouse in Austin ,4.88,1 bedroom,3.0,1.0,Guesthouse,Austin ,135
Home in Austin ,4.83,1 bedroom,1.0,1.0,Home,Austin ,81
Guesthouse in Austin ,4.82,1 bedroom,2.0,1.0,Guesthouse,Austin ,80
Home in Austin ,5.0,5 bedrooms,5.0,3.0,Home,Austin ,695
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,600
Home in Austin ,4.89,2 bedrooms,2.0,1.0,Home,Austin ,400
Townhouse in Austin ,4.84,5 bedrooms,9.0,3.5,Townhouse,Austin ,321
Home in Austin ,,2 bedrooms,3.0,1.0,Home,Austin ,694
Home in Austin ,4.84,3 bedrooms,3.0,2.5,Home,Austin ,187
Home in Austin ,4.80,3 bedrooms,5.0,2.0,Home,Austin ,240
Condo in Austin ,4.85,2 bedrooms,2.0,1.0,Condo,Austin ,178
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,99
Home in Austin ,4.75,5 bedrooms,6.0,2.0,Home,Austin ,799
Guesthouse in Austin ,5.0,1 bedroom,1.0,1.0,Guesthouse,Austin ,7098
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,495
Home in Austin ,4.84,1 bedroom,1.0,0.5,Home,Austin ,68
Place to stay in Austin ,,1 bedroom,1.0,1.0,Place to stay,Austin ,100
Home in Austin ,4.84,5 bedrooms,5.0,3.0,Home,Austin ,256
Home in Austin ,4.91,1 bedroom,1.0,1.5,Home,Austin ,102
Condo in Austin ,,2 bedrooms,2.0,1.0,Condo,Austin ,250
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,95
Home in Austin ,4.56,2 bedrooms,2.0,2.0,Home,Austin ,149
Home in Austin ,4.79,1 bedroom,2.0,,Home,Austin ,80
Loft in Austin ,,1 bedroom,1.0,1.5,Loft,Austin ,400
Home in Austin ,4.74,2 bedrooms,2.0,1.0,Home,Austin ,50
Home in Austin ,4.72,4 bedrooms,6.0,2.0,Home,Austin ,750
Bungalow in Austin ,4.82,1 bedroom,1.0,1.0,Bungalow,Austin ,178
Home in Austin ,5.0,2 bedrooms,2.0,0.5,Home,Austin ,135
Guesthouse in Austin ,4.93,1 bedroom,1.0,1.0,Guesthouse,Austin ,104
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,44
Guest suite in Austin ,4.89,1 bedroom,1.0,1.0,Guest suite,Austin ,99
Rental unit in Austin ,4.74,,1.0,1.0,Rental unit,Austin ,47
Rental unit in Austin ,4.38,2 bedrooms,3.0,1.0,Rental unit,Austin ,299
Home in Austin ,4.96,3 bedrooms,3.0,2.0,Home,Austin ,209
Bungalow in Austin ,4.93,2 bedrooms,3.0,1.0,Bungalow,Austin ,165
Home in Austin ,4.90,2 bedrooms,3.0,1.0,Home,Austin ,125
Home in Austin ,4.91,3 bedrooms,3.0,2.5,Home,Austin ,525
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,643
Bungalow in Austin ,4.84,1 bedroom,1.0,1.0,Bungalow,Austin ,121
Guest suite in Austin ,4.67,1 bedroom,1.0,0.5,Guest suite,Austin ,72
Home in Austin ,5.0,3 bedrooms,3.0,3.0,Home,Austin ,825
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,75
Home in Austin ,4.82,4 bedrooms,5.0,3.5,Home,Austin ,575
Rental unit in Austin ,,2 bedrooms,1.0,,Rental unit,Austin ,225
Guesthouse in Austin ,4.90,1 bedroom,2.0,1.0,Guesthouse,Austin ,125
Home in Austin ,5.0,3 bedrooms,3.0,2.5,Home,Austin ,630
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,248
Rental unit in Austin ,4.85,1 bedroom,1.0,1.0,Rental unit,Austin ,110
Home in Austin ,5.0,3 bedrooms,7.0,,Home,Austin ,1000
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,100
Rental unit in Austin ,4.85,1 bedroom,1.0,1.0,Rental unit,Austin ,97
Home in Austin ,,3 bedrooms,4.0,2.5,Home,Austin ,1050
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,300
Townhouse in Austin ,4.85,2 bedrooms,5.0,2.5,Townhouse,Austin ,356
Home in Austin ,4.98,2 bedrooms,2.0,1.0,Home,Austin ,190
Cabin in Austin ,4.95,1 bedroom,2.0,1.0,Cabin,Austin ,102
Home in Austin ,,2 bedrooms,1.0,0.0,Home,Austin ,800
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,625
Cottage in Austin ,4.88,2 bedrooms,1.0,1.0,Cottage,Austin ,65
Home in Austin ,4.82,4 bedrooms,9.0,4.0,Home,Austin ,471
Guest suite in Austin ,4.82,,2.0,1.0,Guest suite,Austin ,83
Home in Austin ,4.94,5 bedrooms,7.0,4.0,Home,Austin ,517
Rental unit in Austin ,4.69,1 bedroom,2.0,1.0,Rental unit,Austin ,225
Home in Austin ,4.88,3 bedrooms,4.0,2.5,Home,Austin ,224
Home in Austin ,4.82,3 bedrooms,4.0,2.5,Home,Austin ,492
Cottage in Austin ,4.75,2 bedrooms,3.0,1.0,Cottage,Austin ,140
Home in Austin ,,4 bedrooms,6.0,4.5,Home,Austin ,2150
Home in Austin ,5.0,2 bedrooms,2.0,2.5,Home,Austin ,160
Rental unit in Austin ,,2 bedrooms,1.0,1.0,Rental unit,Austin ,650
Townhouse in Austin ,5.0,2 bedrooms,2.0,2.5,Townhouse,Austin ,398
Home in Austin ,4.88,1 bedroom,1.0,0.5,Home,Austin ,78
Guest suite in Austin ,4.95,1 bedroom,1.0,1.0,Guest suite,Austin ,155
Rental unit in Austin ,4.67,1 bedroom,2.0,1.5,Rental unit,Austin ,47
Condo in Austin ,4.89,2 bedrooms,3.0,2.0,Condo,Austin ,153
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,695
Loft in Austin ,4.82,1 bedroom,1.0,2.0,Loft,Austin ,119
Rental unit in Austin ,4.84,1 bedroom,1.0,0.5,Rental unit,Austin ,82
Home in Austin ,4.81,4 bedrooms,5.0,3.0,Home,Austin ,253
Bungalow in Austin ,4.77,2 bedrooms,3.0,1.0,Bungalow,Austin ,112
Home in Austin ,5.0,3 bedrooms,4.0,3.0,Home,Austin ,599
Condo in Austin ,4.94,1 bedroom,1.0,1.0,Condo,Austin ,61
Condo in Austin ,4.96,,1.0,1.0,Condo,Austin ,149
Guesthouse in Austin ,4.97,2 bedrooms,2.0,1.0,Guesthouse,Austin ,289
Home in Austin ,4.93,3 bedrooms,7.0,2.0,Home,Austin ,314
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,250
Rental unit in Austin ,4.99,1 bedroom,2.0,1.0,Rental unit,Austin ,130
Rental unit in Austin ,4.96,1 bedroom,2.0,1.0,Rental unit,Austin ,130
Guesthouse in Austin ,4.89,2 bedrooms,2.0,1.0,Guesthouse,Austin ,124
Rental unit in Austin ,4.90,1 bedroom,2.0,1.0,Rental unit,Austin ,99
Home in Austin ,4.54,2 bedrooms,2.0,2.0,Home,Austin ,325
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,255
Home in Austin ,4.98,1 bedroom,1.0,0.5,Home,Austin ,105
Home in Austin ,4.88,4 bedrooms,3.0,3.0,Home,Austin ,450
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,55
Condo in Austin ,4.78,1 bedroom,1.0,1.0,Condo,Austin ,100
Home in Austin ,4.91,3 bedrooms,4.0,1.5,Home,Austin ,286
Condo in Austin ,3.75,1 bedroom,1.0,1.0,Condo,Austin ,85
Home in Austin ,4.77,3 bedrooms,3.0,2.0,Home,Austin ,191
Home in Austin ,4.87,2 bedrooms,2.0,1.5,Home,Austin ,111
Guesthouse in Austin ,4.83,1 bedroom,1.0,1.0,Guesthouse,Austin ,110
Home in Austin ,5.0,1 bedroom,1.0,2.0,Home,Austin ,70
Condo in Austin ,4.93,1 bedroom,2.0,1.0,Condo,Austin ,50
Bungalow in Austin ,4.91,2 bedrooms,2.0,2.0,Bungalow,Austin ,166
Guesthouse in Austin ,4.98,2 bedrooms,2.0,1.0,Guesthouse,Austin ,187
Rental unit in Austin ,4.80,1 bedroom,1.0,1.0,Rental unit,Austin ,190
Home in Austin ,4.92,4 bedrooms,6.0,2.0,Home,Austin ,786
Home in Austin ,,2 bedrooms,2.0,1.5,Home,Austin ,899
Guest suite in Austin ,4.91,2 bedrooms,2.0,1.0,Guest suite,Austin ,175
Home in Austin ,4.96,2 bedrooms,2.0,1.0,Home,Austin ,160
Condo in Austin ,,2 bedrooms,2.0,2.0,Condo,Austin ,493
Home in Austin ,4.83,1 bedroom,1.0,1.0,Home,Austin ,82
Home in Austin ,4.93,3 bedrooms,3.0,1.0,Home,Austin ,375
Cabin in Austin ,4.90,1 bedroom,1.0,,Cabin,Austin ,100
Home in Austin ,4.90,3 bedrooms,3.0,1.0,Home,Austin ,467
Guesthouse in Austin ,4.91,2 bedrooms,2.0,2.0,Guesthouse,Austin ,300
Rental unit in Austin ,4.63,1 bedroom,1.0,1.0,Rental unit,Austin ,821
Home in Austin ,4.93,1 bedroom,1.0,1.0,Home,Austin ,66
Guest suite in Austin ,4.88,1 bedroom,1.0,1.0,Guest suite,Austin ,49
Home in Austin ,4.89,4 bedrooms,7.0,3.5,Home,Austin ,1011
Campsite in Austin ,4.90,,1.0,1.0,Campsite,Austin ,24
Home in Austin ,5.0,4 bedrooms,3.0,2.0,Home,Austin ,1000
Home in Austin ,4.70,3 bedrooms,3.0,2.0,Home,Austin ,275
Home in Austin ,4.68,1 bedroom,2.0,1.0,Home,Austin ,65
Rental unit in Austin ,,2 bedrooms,2.0,1.0,Rental unit,Austin ,545
Rental unit in Austin ,,3 bedrooms,3.0,2.0,Rental unit,Austin ,250
Home in Austin ,4.61,3 bedrooms,4.0,1.0,Home,Austin ,148
Home in Austin ,,1 bedroom,1.0,1.5,Home,Austin ,400
Home in Austin ,,3 bedrooms,3.0,3.0,Home,Austin ,1250
Home in Austin ,4.92,3 bedrooms,3.0,2.0,Home,Austin ,228
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,300
Home in Austin ,4.91,3 bedrooms,3.0,2.0,Home,Austin ,250
Condo in Austin ,4.96,1 bedroom,1.0,1.0,Condo,Austin ,263
Home in Austin ,4.86,4 bedrooms,5.0,3.0,Home,Austin ,325
Home in Austin ,4.97,1 bedroom,1.0,1.0,Home,Austin ,193
Home in Austin ,5.0,1 bedroom,2.0,1.0,Home,Austin ,233
Home in Austin ,,3 bedrooms,4.0,,Home,Austin ,1100
Home in Austin ,4.91,2 bedrooms,2.0,1.0,Home,Austin ,89
Guest suite in Austin ,4.88,1 bedroom,1.0,1.0,Guest suite,Austin ,149
Home in Austin ,,4 bedrooms,5.0,2.5,Home,Austin ,850
Condo in Austin ,4.95,1 bedroom,1.0,1.0,Condo,Austin ,200
Townhouse in Austin ,4.94,3 bedrooms,4.0,2.5,Townhouse,Austin ,250
Bungalow in Austin ,4.80,3 bedrooms,3.0,2.0,Bungalow,Austin ,131
Home in Austin ,4.90,1 bedroom,1.0,1.0,Home,Austin ,57
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,5343
Bungalow in Austin ,4.83,2 bedrooms,2.0,1.0,Bungalow,Austin ,263
Home in Austin ,4.92,1 bedroom,1.0,1.0,Home,Austin ,33
Home in Austin ,4.71,2 bedrooms,2.0,2.0,Home,Austin ,700
Home in Austin ,4.97,3 bedrooms,3.0,2.0,Home,Austin ,500
Home in Austin ,4.96,5 bedrooms,8.0,2.0,Home,Austin ,657
Guest suite in Austin ,4.92,1 bedroom,4.0,1.0,Guest suite,Austin ,200
Home in Austin ,,4 bedrooms,4.0,3.5,Home,Austin ,1200
Home in Austin ,,3 bedrooms,2.0,2.0,Home,Austin ,375
Home in Austin ,4.95,1 bedroom,1.0,0.5,Home,Austin ,70
Bungalow in Austin ,4.97,4 bedrooms,4.0,2.0,Bungalow,Austin ,271
Home in Austin ,4.71,3 bedrooms,3.0,2.0,Home,Austin ,110
Home in Austin ,4.89,2 bedrooms,3.0,1.5,Home,Austin ,201
Home in Austin ,4.95,2 bedrooms,2.0,1.0,Home,Austin ,250
Home in Austin ,4.74,2 bedrooms,3.0,1.0,Home,Austin ,700
Home in Austin ,4.94,4 bedrooms,4.0,2.0,Home,Austin ,320
Loft in Austin ,5.0,1 bedroom,1.0,1.0,Loft,Austin ,195
Home in Austin ,5.0,4 bedrooms,4.0,4.0,Home,Austin ,1000
Home in Austin ,4.91,4 bedrooms,7.0,3.0,Home,Austin ,685
Home in Austin ,,5 bedrooms,5.0,4.0,Home,Austin ,1999
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,106
Cabin in Austin ,4.99,2 bedrooms,4.0,1.0,Cabin,Austin ,265
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,100
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,265
Home in Austin ,4.91,4 bedrooms,8.0,3.0,Home,Austin ,3000
Home in Austin ,4.73,2 bedrooms,5.0,1.0,Home,Austin ,171
Home in Austin ,4.85,2 bedrooms,3.0,2.0,Home,Austin ,279
Condo in Austin ,,1 bedroom,1.0,0.5,Condo,Austin ,125
Rental unit in Austin ,4.33,2 bedrooms,3.0,1.0,Rental unit,Austin ,199
Loft in Austin ,4.93,,3.0,1.0,Loft,Austin ,91
Home in Austin ,4.57,3 bedrooms,3.0,1.0,Home,Austin ,260
Guesthouse in Austin ,4.93,1 bedroom,1.0,1.0,Guesthouse,Austin ,102
Home in Austin ,4.73,8 bedrooms,1.0,4.5,Home,Austin ,1034
Home in Austin ,4.98,1 bedroom,1.0,1.0,Home,Austin ,74
Home in Austin ,4.73,5 bedrooms,6.0,2.5,Home,Austin ,234
Home in Austin ,,1 bedroom,2.0,1.0,Home,Austin ,60
Home in Austin ,4.96,2 bedrooms,2.0,1.0,Home,Austin ,171
Bungalow in Austin ,4.95,2 bedrooms,3.0,1.0,Bungalow,Austin ,191
Condo in Austin ,5.0,2 bedrooms,2.0,1.5,Condo,Austin ,130
Guesthouse in Austin ,5.0,1 bedroom,1.0,1.0,Guesthouse,Austin ,75
Rental unit in Austin ,4.86,1 bedroom,1.0,1.0,Rental unit,Austin ,99
Home in Austin ,5.0,3 bedrooms,3.0,1.5,Home,Austin ,500
Bungalow in Austin ,4.93,1 bedroom,2.0,0.5,Bungalow,Austin ,98
Home in Austin ,4.87,1 bedroom,1.0,0.5,Home,Austin ,76
Rental unit in Austin ,5.0,1 bedroom,2.0,1.0,Rental unit,Austin ,160
Bungalow in Austin ,4.92,1 bedroom,2.0,1.0,Bungalow,Austin ,103
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,446
Home in Austin ,4.67,1 bedroom,1.0,1.0,Home,Austin ,137
Home in Austin ,4.85,3 bedrooms,3.0,2.0,Home,Austin ,90
Home in Austin ,4.73,1 bedroom,1.0,1.0,Home,Austin ,48
Home in Austin ,5.0,4 bedrooms,8.0,3.0,Home,Austin ,600
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,775
Villa in Austin ,4.79,5 bedrooms,7.0,3.0,Villa,Austin ,921
Rental unit in Austin ,4.84,1 bedroom,2.0,1.0,Rental unit,Austin ,115
Bungalow in Austin ,5.0,2 bedrooms,2.0,2.0,Bungalow,Austin ,300
Home in Austin ,,2 bedrooms,2.0,1.5,Home,Austin ,425
Home in Austin ,4.96,1 bedroom,2.0,1.0,Home,Austin ,50
Rental unit in Austin ,4.73,3 bedrooms,3.0,2.0,Rental unit,Austin ,397
Home in Austin ,4.63,3 bedrooms,3.0,1.0,Home,Austin ,125
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,164
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,450
Rental unit in Austin ,,2 bedrooms,1.0,2.0,Rental unit,Austin ,400
Rental unit in Austin ,,1 bedroom,2.0,1.0,Rental unit,Austin ,5021
Townhouse in Austin ,5.0,1 bedroom,1.0,1.5,Townhouse,Austin ,77
Rental unit in Austin ,4.83,1 bedroom,1.0,1.0,Rental unit,Austin ,300
Home in Austin ,4.97,1 bedroom,1.0,1.0,Home,Austin ,280
Home in Austin ,4.89,2 bedrooms,2.0,1.5,Home,Austin ,200
Home in Austin ,5.0,1 bedroom,2.0,1.0,Home,Austin ,148
Home in Austin ,5.0,3 bedrooms,3.0,3.0,Home,Austin ,325
Home in Austin ,4.85,1 bedroom,1.0,1.0,Home,Austin ,74
Townhouse in Austin ,4.89,3 bedrooms,3.0,2.5,Townhouse,Austin ,152
Guesthouse in Austin ,4.87,1 bedroom,1.0,1.0,Guesthouse,Austin ,165
Home in Austin ,5.0,2 bedrooms,3.0,1.0,Home,Austin ,1000
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,225
Condo in Austin ,4.85,1 bedroom,1.0,1.0,Condo,Austin ,85
Home in Austin ,4.71,5 bedrooms,6.0,4.0,Home,Austin ,398
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,399
Home in Austin ,4.78,3 bedrooms,4.0,2.0,Home,Austin ,128
Home in Austin ,,1 bedroom,1.0,2.0,Home,Austin ,250
Camper/RV in Austin ,4.89,1 bedroom,1.0,1.0,Camper/RV,Austin ,75
Loft in Austin ,4.67,1 bedroom,1.0,1.0,Loft,Austin ,114
Guesthouse in Austin ,4.88,1 bedroom,1.0,1.0,Guesthouse,Austin ,178
Home in Austin ,4.94,3 bedrooms,5.0,2.5,Home,Austin ,269
Rental unit in Austin ,4.91,1 bedroom,1.0,1.0,Rental unit,Austin ,75
Home in Austin ,4.93,5 bedrooms,5.0,3.5,Home,Austin ,1000
Home in Austin ,,1 bedroom,1.0,,Home,Austin ,350
Home in Austin ,4.89,1 bedroom,1.0,1.0,Home,Austin ,64
Rental unit in Austin ,4.98,1 bedroom,1.0,1.0,Rental unit,Austin ,184
Home in Austin ,4.87,5 bedrooms,5.0,2.0,Home,Austin ,264
Home in Austin ,4.89,1 bedroom,1.0,1.5,Home,Austin ,49
Rental unit in Austin ,4.76,1 bedroom,3.0,1.0,Rental unit,Austin ,750
Condo in Austin ,4.83,1 bedroom,1.0,1.0,Condo,Austin ,121
Campsite in Austin ,4.89,,1.0,2.0,Campsite,Austin ,24
Home in Austin ,4.96,2 bedrooms,2.0,2.0,Home,Austin ,121
Cottage in Austin ,4.64,1 bedroom,1.0,1.0,Cottage,Austin ,178
Home in Austin ,4.60,2 bedrooms,2.0,2.0,Home,Austin ,1000
Bungalow in Austin ,4.90,1 bedroom,1.0,1.0,Bungalow,Austin ,80
Home in Austin ,4.89,1 bedroom,1.0,0.5,Home,Austin ,115
Home in Austin ,,1 bedroom,,,Home,Austin ,200
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,350
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,91
Home in Austin ,4.97,1 bedroom,1.0,0.5,Home,Austin ,49
Home in Austin ,4.96,1 bedroom,1.0,1.0,Home,Austin ,96
Rental unit in Austin ,4.94,1 bedroom,2.0,1.0,Rental unit,Austin ,119
Home in Austin ,4.99,3 bedrooms,3.0,2.0,Home,Austin ,280
Home in Austin ,4.86,1 bedroom,1.0,1.0,Home,Austin ,80
Home in Austin ,4.84,2 bedrooms,1.0,0.5,Home,Austin ,149
Home in Austin ,5.0,5 bedrooms,5.0,4.0,Home,Austin ,1071
Home in Austin ,4.52,3 bedrooms,4.0,2.0,Home,Austin ,189
Home in Austin ,4.92,1 bedroom,1.0,0.5,Home,Austin ,67
Home in Austin ,4.95,1 bedroom,1.0,1.0,Home,Austin ,250
Home in Austin ,4.98,4 bedrooms,5.0,2.0,Home,Austin ,486
Home in Austin ,4.83,4 bedrooms,4.0,3.5,Home,Austin ,780
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,240
Condo in Austin ,5.0,1 bedroom,1.0,1.0,Condo,Austin ,64
Home in Austin ,4.88,3 bedrooms,4.0,2.5,Home,Austin ,288
Loft in Austin ,4.65,3 bedrooms,4.0,2.0,Loft,Austin ,400
Rental unit in Austin ,4.64,4 bedrooms,6.0,2.0,Rental unit,Austin ,589
Rental unit in Austin ,4.56,2 bedrooms,2.0,1.5,Rental unit,Austin ,259
Townhouse in Austin ,4.65,1 bedroom,1.0,1.0,Townhouse,Austin ,65
Rental unit in Austin ,4.95,1 bedroom,1.0,1.0,Rental unit,Austin ,132
Home in Austin ,4.96,1 bedroom,1.0,1.5,Home,Austin ,89
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,250
Bungalow in Austin ,4.95,3 bedrooms,3.0,2.0,Bungalow,Austin ,257
Bungalow in Austin ,4.56,2 bedrooms,3.0,1.0,Bungalow,Austin ,300
Guesthouse in Austin ,4.90,1 bedroom,1.0,1.0,Guesthouse,Austin ,98
Guesthouse in Austin ,4.91,1 bedroom,1.0,1.0,Guesthouse,Austin ,129
Home in Austin ,5.0,3 bedrooms,1.0,2.0,Home,Austin ,721
Rental unit in Austin ,5.0,1 bedroom,2.0,1.0,Rental unit,Austin ,146
Home in Austin ,4.57,2 bedrooms,4.0,2.5,Home,Austin ,190
Home in Austin ,4.90,2 bedrooms,2.0,1.0,Home,Austin ,257
