home,ratings,bedrooms,beds,baths,house_type,city,price
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,56
Townhouse in Austin ,New,10 bedrooms,2.0,0.0,Townhouse,Austin ,652
Serviced apartment in Austin ,New,2 bedrooms,2.0,2.0,Serviced apartment,Austin ,149
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,58
Home in Austin ,New,3 bedrooms,4.0,3.0,Home,Austin ,216
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,96
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,255
Condo in Austin ,New,2 bedrooms,2.0,1.0,Condo,Austin ,143
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,101
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,180
Home in Austin ,New,4 bedrooms,5.0,4.5,Home,Austin ,960
Home in Austin ,New,14 bedrooms,2.0,8.0,Home,Austin ,760
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,329
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,110
Home in Austin ,New,2 bedrooms,3.0,2.5,Home,Austin ,200
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,111
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,54
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,75
Camper/RV in Buda ,New,1 bedroom,3.0,1.0,Camper/RV,Buda ,130
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,63
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,118
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,51
Home in Austin ,New,5 bedrooms,7.0,3.0,Home,Austin ,275
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,137
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,124
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,40
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,450
Home in Austin ,New,2 bedrooms,4.0,1.0,Home,Austin ,150
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,121
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,249
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,73
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,255
Home in Austin ,New,3 bedrooms,4.0,2.5,Home,Austin ,145
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,350
Home in Austin ,New,4 bedrooms,4.0,3.5,Home,Austin ,201
Condo in Austin ,New,1 bedroom,1.0,1.0,Condo,Austin ,1200
Home in Austin ,New,3 bedrooms,6.0,2.5,Home,Austin ,625
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,70
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,197
Home in Austin ,New,5 bedrooms,7.0,4.0,Home,Austin ,760
Home in Austin ,New,6 bedrooms,7.0,3.0,Home,Austin ,163
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,218
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,188
Home in Austin ,New,4 bedrooms,4.0,4.5,Home,Austin ,583
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,156
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,153
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,311
Home in Austin ,New,4 bedrooms,5.0,2.0,Home,Austin ,350
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,36
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,118
Condo in Austin ,New,,1.0,1.0,Condo,Austin ,113
Home in Austin ,New,3 bedrooms,2.0,2.5,Home,Austin ,950
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,160
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,386
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,260
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,146
Hotel in Austin ,New,4 bedrooms,4.0,4.0,Hotel,Austin ,399
Hotel in Austin ,New,2 bedrooms,2.0,2.0,Hotel,Austin ,399
Hotel in Austin ,New,3 bedrooms,3.0,3.0,Hotel,Austin ,399
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,116
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,136
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,175
Home in Austin ,New,5 bedrooms,6.0,3.0,Home,Austin ,387
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,160
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,414
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,96
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,1033
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,43
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Rental unit in Austin ,New,1 bedroom,3.0,1.0,Rental unit,Austin ,87
Bed and breakfast in Austin ,New,1 bedroom,1.0,1.0,Bed and breakfast,Austin ,80
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,40
Rental unit in Austin ,New,,2.0,1.0,Rental unit,Austin ,304
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,206
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,39
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,200
Home in Austin ,New,4 bedrooms,4.0,3.5,Home,Austin ,550
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,51
Home in Austin ,New,4 bedrooms,6.0,2.0,Home,Austin ,300
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,50
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,75
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,92
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,182
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,121
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,73
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,399
Home in Austin ,New,5 bedrooms,1.0,3.0,Home,Austin ,371
Guesthouse in Austin ,New,1 bedroom,1.0,1.0,Guesthouse,Austin ,72
Home in Austin ,New,2 bedrooms,2.0,1.5,Home,Austin ,156
Home in Austin ,New,3 bedrooms,3.0,2.5,Home,Austin ,250
Home in Austin ,New,4 bedrooms,4.0,3.0,Home,Austin ,140
Home in Austin ,New,3 bedrooms,3.0,1.0,Home,Austin ,131
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,49
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,114
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,182
Home in Austin ,New,8 bedrooms,1.0,3.0,Home,Austin ,527
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,160
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,140
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,276
Rental unit in Austin ,New,3 bedrooms,4.0,2.0,Rental unit,Austin ,75
Home in Austin ,New,4 bedrooms,5.0,3.0,Home,Austin ,475
Home in Austin ,New,4 bedrooms,9.0,2.0,Home,Austin ,419
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,290
Home in Austin ,New,4 bedrooms,4.0,2.5,Home,Austin ,343
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,214
Home in Austin ,New,3 bedrooms,5.0,2.0,Home,Austin ,287
Guesthouse in Austin ,New,1 bedroom,1.0,1.0,Guesthouse,Austin ,150
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,200
Rental unit in Austin ,New,1 bedroom,1.0,1.5,Rental unit,Austin ,88
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,100
Rental unit in Austin ,New,2 bedrooms,4.0,2.0,Rental unit,Austin ,106
Home in Austin ,New,5 bedrooms,6.0,3.0,Home,Austin ,412
Home in Austin ,New,5 bedrooms,5.0,2.0,Home,Austin ,315
Home in Austin ,New,2 bedrooms,1.0,1.0,Home,Austin ,87
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,102
Rental unit in Austin ,New,,2.0,1.0,Rental unit,Austin ,119
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,135
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,114
Camper/RV in Austin ,New,2 bedrooms,3.0,1.5,Camper/RV,Austin ,95
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,32
Rental unit in Austin ,New,6 bedrooms,1.0,3.0,Rental unit,Austin ,263
Rental unit in Austin ,New,2 bedrooms,4.0,2.5,Rental unit,Austin ,85
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,136
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,126
Home in Austin ,New,4 bedrooms,9.0,2.0,Home,Austin ,713
Home in Austin ,New,3 bedrooms,5.0,2.5,Home,Austin ,762
Home in Austin ,New,,1.0,1.0,Home,Austin ,196
Camper/RV in Austin ,New,1 bedroom,1.0,1.0,Camper/RV,Austin ,83
Condo in Austin ,New,2 bedrooms,4.0,1.0,Condo,Austin ,138
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,197
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,49
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,130
Home in Austin ,New,1 bedroom,2.0,1.0,Home,Austin ,48
Rental unit in Austin ,New,,2.0,1.0,Rental unit,Austin ,194
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,176
Rental unit in Austin ,New,,2.0,1.0,Rental unit,Austin ,158
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,185
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,32
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,232
Home in Austin ,New,4 bedrooms,5.0,2.0,Home,Austin ,519
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,244
Home in Austin ,New,1 bedroom,1.0,1.5,Home,Austin ,55
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,131
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,101
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,114
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,143
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,111
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,84
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,133
Home in Austin ,New,2 bedrooms,3.0,1.0,Home,Austin ,126
Home in Austin ,New,5 bedrooms,5.0,2.0,Home,Austin ,429
Home in Austin ,New,4 bedrooms,4.0,4.0,Home,Austin ,382
Home in Austin ,New,4 bedrooms,6.0,3.0,Home,Austin ,270
Home in Sunset Valley ,New,4 bedrooms,6.0,4.0,Home,Sunset Valley ,650
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,156
Home in Austin ,New,,1.0,1.0,Home,Austin ,30
Home in Austin ,New,5 bedrooms,6.0,3.5,Home,Austin ,573
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,172
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,86
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,49
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,180
Cottage in Austin ,New,2 bedrooms,3.0,1.0,Cottage,Austin ,119
Rental unit in Austin ,New,2 bedrooms,2.0,2.5,Rental unit,Austin ,213
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,386
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,74
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,72
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,302
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,126
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,77
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,79
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,126
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,80
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,79
Home in Austin ,New,2 bedrooms,3.0,1.5,Home,Austin ,157
Home in Austin ,New,3 bedrooms,3.0,2.5,Home,Austin ,254
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,88
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,81
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,105
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,102
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,111
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,112
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,62
Rental unit in Austin ,New,2 bedrooms,3.0,1.0,Rental unit,Austin ,71
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,145
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,279
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,70
Guesthouse in Austin ,New,1 bedroom,1.0,1.0,Guesthouse,Austin ,328
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,70
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,130
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,61
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,106
Home in Lakeway ,New,3 bedrooms,5.0,3.0,Home,Lakeway ,237
Guesthouse in Austin ,New,2 bedrooms,3.0,1.5,Guesthouse,Austin ,131
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,142
Condo in Austin ,New,2 bedrooms,2.0,1.5,Condo,Austin ,222
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,36
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,61
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,61
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,61
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,61
Home in Austin ,New,1 bedroom,1.0,1.5,Home,Austin ,60
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,100
Guesthouse in Austin ,New,2 bedrooms,3.0,1.0,Guesthouse,Austin ,96
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,100
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,80
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,80
Home in Austin ,New,3 bedrooms,3.0,3.0,Home,Austin ,217
Townhouse in Austin ,New,2 bedrooms,2.0,2.5,Townhouse,Austin ,150
Rental unit in Austin ,New,2 bedrooms,3.0,1.0,Rental unit,Austin ,98
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,51
Tiny home in Austin ,New,2 bedrooms,2.0,2.0,Tiny home,Austin ,99
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,85
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,94
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,20
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,86
Home in Austin ,New,4 bedrooms,5.0,3.0,Home,Austin ,411
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,750
Home in Austin ,New,1 bedroom,1.0,,Home,Austin ,37
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,45
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,166
Condo in Austin ,New,,1.0,1.0,Condo,Austin ,411
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,232
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,177
Tiny home in Austin ,New,2 bedrooms,3.0,1.0,Tiny home,Austin ,139
Home in Austin ,New,3 bedrooms,3.0,2.5,Home,Austin ,250
Guesthouse in Austin ,New,1 bedroom,1.0,1.0,Guesthouse,Austin ,154
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,57
Home in Austin ,New,4 bedrooms,4.0,2.5,Home,Austin ,152
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,69
Rental unit in Austin ,New,2 bedrooms,3.0,1.0,Rental unit,Austin ,108
Rental unit in Austin ,New,2 bedrooms,5.0,2.0,Rental unit,Austin ,149
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,79
Home in Austin ,New,4 bedrooms,4.0,5.0,Home,Austin ,515
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,70
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,146
Home in Austin ,New,3 bedrooms,6.0,2.5,Home,Austin ,232
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,119
Home in Austin ,New,1 bedroom,2.0,2.0,Home,Austin ,120
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,43
Camper/RV in Austin ,New,1 bedroom,1.0,1.0,Camper/RV,Austin ,78
Home in Austin ,New,4 bedrooms,6.0,5.5,Home,Austin ,2705
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,114
Hotel in Austin ,New,1 bedroom,1.0,1.0,Hotel,Austin ,999
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,79
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,188
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,139
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,145
Rental unit in Austin ,New,,2.0,1.0,Rental unit,Austin ,199
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,98
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,250
Home in Austin ,New,1 bedroom,2.0,0.5,Home,Austin ,19
Rental unit in Austin ,New,3 bedrooms,1.0,2.0,Rental unit,Austin ,96
Home in Austin ,New,8 bedrooms,1.0,4.0,Home,Austin ,527
Hotel in Austin ,New,1 bedroom,1.0,1.0,Hotel,Austin ,999
Hotel in Austin ,New,1 bedroom,1.0,1.0,Hotel,Austin ,999
Hotel in Austin ,New,1 bedroom,1.0,1.0,Hotel,Austin ,999
Hotel in Austin ,New,1 bedroom,1.0,1.0,Hotel,Austin ,999
Home in Austin ,New,3 bedrooms,1.0,2.0,Home,Austin ,199
Home in Austin ,New,2 bedrooms,3.0,1.0,Home,Austin ,136
Home in Austin ,New,3 bedrooms,7.0,3.5,Home,Austin ,267
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,163
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,154
Home in Austin ,New,3 bedrooms,4.0,1.5,Home,Austin ,147
Home in Austin ,New,4 bedrooms,4.0,3.0,Home,Austin ,220
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,79
Condo in Austin ,New,2 bedrooms,2.0,1.0,Condo,Austin ,110
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,64
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,145
Home in Austin ,New,3 bedrooms,7.0,3.0,Home,Austin ,446
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,102
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,110
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,411
Home in Austin ,New,3 bedrooms,3.0,1.0,Home,Austin ,331
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,54
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,131
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,124
Home in Austin ,New,4 bedrooms,6.0,3.0,Home,Austin ,383
Tiny home in Austin ,New,1 bedroom,2.0,1.0,Tiny home,Austin ,111
Rental unit in Austin ,New,2 bedrooms,3.0,1.0,Rental unit,Austin ,115
Home in Austin ,New,3 bedrooms,2.0,1.0,Home,Austin ,220
Home in Austin ,New,2 bedrooms,3.0,1.0,Home,Austin ,122
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,115
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,50
Home in Austin ,New,2 bedrooms,4.0,1.0,Home,Austin ,350
Home in Austin ,New,1 bedroom,,2.0,Home,Austin ,116
Tiny home in Austin ,New,,1.0,1.0,Tiny home,Austin ,125
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,65
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,200
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,70
Home in Austin ,New,3 bedrooms,4.0,2.0,Home,Austin ,225
Home in Austin ,New,1 bedroom,2.0,1.0,Home,Austin ,70
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,105
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,40
Home in Austin ,New,5 bedrooms,1.0,4.5,Home,Austin ,767
Home in Austin ,New,3 bedrooms,5.0,2.5,Home,Austin ,156
Camper/RV in Austin ,New,1 bedroom,1.0,1.0,Camper/RV,Austin ,99
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,157
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,97
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,96
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,85
Home in Austin ,New,3 bedrooms,3.0,3.0,Home,Austin ,750
Rental unit in Austin ,New,2 bedrooms,2.0,1.0,Rental unit,Austin ,90
Home in Austin ,New,3 bedrooms,4.0,3.0,Home,Austin ,500
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,79
Home in Austin ,New,4 bedrooms,6.0,4.5,Home,Austin ,2210
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,252
Rental unit in Austin ,New,3 bedrooms,4.0,3.0,Rental unit,Austin ,348
Rental unit in Austin ,New,2 bedrooms,3.0,2.0,Rental unit,Austin ,246
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,107
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,60
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,189
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,70
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,375
Home in Austin ,New,1 bedroom,2.0,1.0,Home,Austin ,175
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,300
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,113
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,397
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,1000
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,54
Rental unit in Austin ,New,1 bedroom,1.0,1.5,Rental unit,Austin ,105
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,123
Rental unit in Austin ,New,,2.0,1.0,Rental unit,Austin ,120
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,95
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,137
Home in Austin ,New,4 bedrooms,6.0,3.0,Home,Austin ,639
Home in Austin ,New,5 bedrooms,8.0,3.0,Home,Austin ,79
Home in Austin ,New,2 bedrooms,3.0,2.5,Home,Austin ,850
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,180
Condo in Austin ,New,2 bedrooms,3.0,2.0,Condo,Austin ,222
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,140
Home in Austin ,New,2 bedrooms,4.0,1.0,Home,Austin ,143
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,297
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,96
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,129
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,250
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,108
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,125
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,33
Home in Austin ,New,3 bedrooms,3.0,1.0,Home,Austin ,150
Home in Austin ,New,4 bedrooms,8.0,2.5,Home,Austin ,141
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,145
Cottage in Austin ,New,2 bedrooms,2.0,1.0,Cottage,Austin ,350
Hotel in Austin ,New,1 bedroom,1.0,1.0,Hotel,Austin ,999
Rental unit in Austin ,New,3 bedrooms,3.0,3.0,Rental unit,Austin ,182
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,125
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,56
Rental unit in Austin ,New,2 bedrooms,3.0,1.0,Rental unit,Austin ,59
Home in Austin ,New,4 bedrooms,5.0,2.5,Home,Austin ,200
Home in Austin ,New,4 bedrooms,5.0,3.0,Home,Austin ,106
Home in Austin ,New,4 bedrooms,6.0,2.0,Home,Austin ,350
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,113
Home in Austin ,New,2 bedrooms,3.0,1.0,Home,Austin ,550
Boat in Austin ,New,4 bedrooms,4.0,2.0,Boat,Austin ,642
